u_total,v_total,w_total
0.030171577,0.09151985,-0.22023219
0.033359505,0.09494783,-0.23190798
0.036665216,0.09814614,-0.2413647
0.040127665,0.10121364,-0.24817394
0.043770917,0.10423933,-0.25184995
0.04767506,0.10735748,-0.25199446
0.051916085,0.11068951,-0.24823347
0.056589134,0.114355266,-0.24030381
0.061844774,0.11849358,-0.22797002
0.06780207,0.1231869,-0.21120226
0.07464754,0.12853351,-0.18994847
0.08253089,0.13456072,-0.16440661
0.091588825,0.1412432,-0.13495724
0.102013685,0.14855191,-0.10190608
0.113911204,0.15634955,-0.06591919
0.12734084,0.1644312,-0.027834803
0.14242098,0.17258748,0.011656776
0.15908109,0.18046999,0.05136898
0.17734966,0.18775238,0.09040018
0.19707426,0.19400555,0.12748355
0.21802682,0.19878115,0.16133393
0.24007322,0.20165476,0.19091442
0.2628145,0.20217936,0.21492928
0.28601977,0.19996122,0.23243497
0.3092514,0.19466476,0.24244617
0.33204374,0.18607627,0.24424058
0.35408297,0.1740325,0.23733279
0.37483707,0.15860789,0.22153154
0.39399382,0.13989393,0.19682702
0.41111246,0.118249014,0.16362011
0.42580864,0.094213285,0.12269681
0.43784964,0.06828746,0.07481717
0.44692644,0.04132995,0.021422107
0.45288703,0.014026476,-0.036334522
0.45556659,-0.012695932,-0.096765794
0.45488653,-0.037919346,-0.15808067
0.4508095,-0.060961556,-0.21893449
0.44334355,-0.08105058,-0.2775917
0.4325682,-0.097584315,-0.3324659
0.41851163,-0.11025593,-0.38254955
0.40135014,-0.11881887,-0.4265489
0.38113233,-0.12334609,-0.46387216
0.35805234,-0.12406038,-0.4938517
0.33235776,-0.12142543,-0.51613927
0.30413458,-0.11606156,-0.530767
0.27376774,-0.10876983,-0.5377792
0.24140152,-0.10039306,-0.53748006
0.207455,-0.09187931,-0.53022236
0.17242253,-0.084177814,-0.5164945
0.13660578,-0.078129865,-0.49670717
0.1007186,-0.07454193,-0.47143683
0.065191716,-0.07403503,-0.44102767
0.030778052,-0.07708435,-0.40598527
-0.0017360052,-0.08393084,-0.36684737
-0.031775154,-0.094653346,-0.32386068
-0.058458813,-0.109026074,-0.27769336
-0.08120489,-0.12672965,-0.2286262
-0.09928389,-0.14714377,-0.17734192
-0.11209435,-0.16944526,-0.12462882
-0.11923464,-0.19283332,-0.07097624
-0.120337784,-0.21623562,-0.0173492
-0.115251325,-0.23851386,0.03521434
-0.10394724,-0.25867113,0.08601344
-0.086651996,-0.27553293,0.13383175
-0.063625745,-0.2881724,0.17795777
-0.035411775,-0.29564932,0.2173938
-0.0027486105,-0.29723054,0.2512972
0.03375005,-0.29238155,0.27921388
0.07304294,-0.2808087,0.30055875
0.114395835,-0.26237884,0.31516853
0.15676056,-0.23729223,0.32289833
0.19908446,-0.20606594,0.3238382
0.24066262,-0.16922325,0.31822252
0.2804455,-0.12783423,0.3064195
0.31786194,-0.0827731,0.2887911
0.3521452,-0.035351735,0.2658201
0.3826684,0.013011301,0.238051
0.40913868,0.06122959,0.20580652
0.43109816,0.10778458,0.16967605
0.4484309,0.15171106,0.12989348
0.46095136,0.19184548,0.08694254
0.4686075,0.227254,0.04134933
0.47147077,0.25748506,-0.0066568097
0.4696123,0.2820665,-0.056441035
0.4631993,0.30083123,-0.10724791
0.45238715,0.3139841,-0.15856977
0.43744814,0.32178736,-0.20926304
0.41855744,0.3247844,-0.25854215
0.39602143,0.32358727,-0.30512604
0.37020683,0.31892636,-0.34767407
0.34131166,0.31151506,-0.38511643
0.30982646,0.30209348,-0.4160209
0.27597523,0.29124337,-0.4393741
0.24023952,0.27949867,-0.4540866
0.20314692,0.26725894,-0.45937717
0.16497716,0.25467777,-0.45477346
0.1263996,0.24187362,-0.44012308
0.08772829,0.22869998,-0.4155227
0.04957287,0.21498853,-0.38151187
0.0125425365,0.2004964,-0.33904824
-0.023030208,0.18483499,-0.28905487
-0.056475084,0.1677709,-0.23313549
-0.08748189,0.14895935,-0.17254381
-0.11552782,0.12826826,-0.109030545
-0.14016445,0.10570484,-0.04438718
-0.16117595,0.081251934,0.020131895
-0.17822506,0.05521091,0.0829179
-0.19108368,0.028051356,0.14255024
-0.19968973,0.00018282706,0.19824775
-0.20395626,-0.027600545,0.24888876
-0.20394033,-0.054687534,0.29408613
-0.19974415,-0.0802115,0.3332773
-0.19158845,-0.10331204,0.3661306
-0.17970212,-0.12332715,0.39268652
-0.16447832,-0.13945714,0.4127918
-0.14623716,-0.15118049,0.42657954
-0.12545663,-0.15798433,0.43405133
-0.10267765,-0.15955774,0.43526968
-0.0782992,-0.15576445,0.4302805
-0.052965097,-0.14665465,0.41912976
-0.027083183,-0.13239193,0.40177584
-0.0012417149,-0.113372415,0.3782636
0.023988176,-0.09019822,0.34874007
0.04824705,-0.06344105,0.31320575
0.07097196,-0.034040794,0.2720931
0.0918746,-0.0027695852,0.22560957
0.11055295,0.029306022,0.17443527
0.12669103,0.0610604,0.11948915
0.14016159,0.09158007,0.06147858
0.1507959,0.11972688,0.0016970256
0.15853865,0.14443047,-0.05838718
0.16347842,0.16487777,-0.11763381
0.16573377,0.18015146,-0.17426467
0.16554996,0.18965134,-0.22706728
0.16323952,0.19283141,-0.2744824
0.15921475,0.18940407,-0.31514758
0.15392241,0.17926258,-0.3482013
0.14790414,0.1625876,-0.37268993
0.14168118,0.13964817,-0.3882456
0.13583092,0.1110384,-0.39464206
0.1309166,0.077593215,-0.39207968
0.12743232,0.040052205,-0.38105646
0.12585722,-0.00038333138,-0.36243114
0.1265729,-0.042814445,-0.3371715
0.12988624,-0.08601791,-0.30656922
0.1359776,-0.12878156,-0.27209526
0.14496851,-0.17026952,-0.23501985
0.15679878,-0.2093386,-0.19694598
0.17140755,-0.24536836,-0.15903765
0.18855679,-0.27760115,-0.12260621
0.20790386,-0.3054821,-0.08876936
0.22918904,-0.3288235,-0.05818454
0.25190985,-0.34734762,-0.03158723
0.2757515,-0.36112365,-0.009193405
0.30022356,-0.37020048,0.008817151
0.3248374,-0.3747687,0.022528037
0.34930256,-0.37511706,0.032313067
0.37317628,-0.3715417,0.038604077
0.39605334,-0.3644035,0.04199174
0.41773185,-0.35401863,0.043172333
0.4378269,-0.34079278,0.042861585
0.45618993,-0.3250216,0.041787118
0.47255084,-0.3071047,0.040648703
0.4866843,-0.28748006,0.040085632
0.49848974,-0.26646847,0.0406475
0.507761,-0.24462686,0.042778403
0.5144172,-0.22235139,0.04682269
0.5183314,-0.20024814,0.0529925
0.5194307,-0.17896818,0.06136363
0.5176829,-0.15904179,0.07196693
0.5130987,-0.14121711,0.084645055
0.50570476,-0.12605427,0.09927254
0.49560946,-0.114215344,0.11556797
0.48300284,-0.106265485,0.13318503
0.46803617,-0.10262222,0.151875
0.45104975,-0.103635736,0.17119145
0.4322808,-0.10949961,0.19086103
0.41213527,-0.12024393,0.21046433
0.3910697,-0.13568173,0.22958265
0.36941123,-0.15557456,0.24794102
0.34765667,-0.17941527,0.26512855
0.32630694,-0.20651463,0.28075492
0.30569613,-0.23626795,0.29455662
0.28634,-0.26770645,0.30614802
0.26852724,-0.3001021,0.3152968
0.25264692,-0.33247784,0.32172462
0.23901668,-0.3638729,0.32523572
0.22779593,-0.39360845,0.32572776
0.2191993,-0.420792,0.32316315
0.21327476,-0.44491568,0.31759027
0.21006455,-0.46539783,0.30917507
0.20951186,-0.4818378,0.2982164
0.21148917,-0.49410468,0.2850274
0.21579587,-0.50208414,0.27012622
0.22220212,-0.5059117,0.2539639
0.23039763,-0.50580263,0.23714392
0.24001394,-0.50213736,0.2202924
0.25072992,-0.4953727,0.20389548
0.26211295,-0.4861,0.1885536
0.27384058,-0.47489467,0.17463832
0.28552592,-0.46243286,0.16253613
0.2968166,-0.4494097,0.15249781
0.30749035,-0.43640372,0.14457317
0.3173004,-0.42404518,0.13875611
0.3260749,-0.4128903,0.1348932
0.3337759,-0.4033272,0.13269103
0.34035638,-0.39573973,0.13179196
0.34590384,-0.39031395,0.13175102
0.35051426,-0.3871707,0.13208608
0.35433704,-0.38628477,0.13229601
0.35757867,-0.3875041,0.13189366
0.36042207,-0.3905621,0.13043143
0.363077,-0.39511096,0.12751082
0.36571074,-0.40069616,0.1228184
0.3684539,-0.40678832,0.11614647
0.37140968,-0.41286242,0.107331984
0.3745964,-0.41831616,0.09638498
0.3780019,-0.4226072,0.08331271
0.38152957,-0.4251815,0.06828766
0.38502553,-0.42554945,0.05157806
0.38831124,-0.42329237,0.03339241
0.39113745,-0.41808346,0.014160089
0.39325792,-0.4096533,-0.005832552
0.39439175,-0.39786488,-0.026132612
0.39426842,-0.38271466,-0.046269212
0.39263028,-0.36418095,-0.06591381
0.3892445,-0.34243962,-0.08459067
0.38393134,-0.31777784,-0.10184123
0.37651354,-0.29036486,-0.117343545
0.3669255,-0.26067734,-0.13063239
0.35507017,-0.22895308,-0.14139941
0.3409712,-0.19567244,-0.14925788
0.32472497,-0.16134383,-0.15387496
0.30635527,-0.12622645,-0.15498121
0.28609914,-0.09091285,-0.15232119
0.26404572,-0.0556435,-0.14568147
0.24046591,-0.020906527,-0.13492548
0.215674,0.012828355,-0.12003117
0.1898244,0.045350946,-0.1009489
0.16333543,0.076139845,-0.07789235
0.13638282,0.104991704,-0.050975874
0.109343894,0.13148434,-0.020590112
0.0825985,0.15522903,0.012728884
0.056328632,0.17602162,0.048587967
0.03096784,0.19346072,0.08616317
0.006689383,0.20735705,0.12491081
-0.01615816,0.21742557,0.16395818
-0.03725474,0.22346735,0.20240478
-0.056450665,0.22538465,0.23963888
-0.07345836,0.22310528,0.2748034
-0.08803297,0.21668476,0.30713254
-0.10005895,0.20622379,0.33619437
-0.109318525,0.1920089,0.36138198
-0.11572859,0.17431298,0.38248986
-0.11916998,0.15361388,0.39926752
-0.1195915,0.13051397,0.4116483
-0.11698599,0.10552392,0.41978168
-0.111405276,0.07944992,0.42382485
-0.10291316,0.052889742,0.4240768
-0.09166636,0.026644742,0.4208531
-0.07790439,0.0014969734,0.4145214
-0.06181855,-0.022000475,0.40538633
-0.043798596,-0.043130063,0.39378947
-0.024118025,-0.061484862,0.37991807
-0.0032240436,-0.07661128,0.36397925
0.018389845,-0.08821158,0.34614012
0.04036575,-0.09619953,0.32638726
0.062121,-0.10052267,0.3048627
0.08328356,-0.101310834,0.2815061
0.103332415,-0.098768346,0.25644025
0.12178058,-0.09322573,0.22985934
0.13831142,-0.085042946,0.20183842
0.1525169,-0.074672304,0.17273912
0.16406839,-0.062620535,0.14303145
0.17278472,-0.049317047,0.113057755
0.17845798,-0.035309374,0.083524466
0.18102652,-0.020993635,0.05489677
0.18046236,-0.006836727,0.027871303
0.17684701,0.006738856,0.0031048767
0.17030832,0.019459777,-0.018988635
0.16109519,0.030981958,-0.03786466
0.14944471,0.041138053,-0.053301383
0.13571432,0.0497371,-0.06507508
0.12032459,0.056665763,-0.0731446
0.103610806,0.06192279,-0.07766464
0.08607791,0.065507226,-0.078853235
0.06806487,0.06751814,-0.07705776
0.050022557,0.0680776,-0.07268469
0.032371778,0.06736429,-0.06620445
0.0153594995,0.06558369,-0.058044165
-0.00065416645,0.06297426,-0.048682272
-0.015532237,0.059762325,-0.038473096
-0.029087106,0.056188263,-0.027786126
-0.041213233,0.052477513,-0.016937802
-0.051959872,0.04879691,-0.0061083073
-0.061347842,0.045299605,0.004491511
-0.06946507,0.042088542,0.014690788
-0.076501206,0.03919154,0.024419555
-0.082603805,0.036614966,0.03352725
-0.08800509,0.034292974,0.041964132
-0.09290018,0.032142267,0.049618755
-0.09748652,0.030054806,0.05639583
-0.10198242,0.027899396,0.06226294
-0.10654191,0.025574882,0.0671499
-0.11133871,0.02298316,0.071072176
-0.116485134,0.02008302,0.07405122
-0.12206031,0.016887616,0.07616485
-0.12815458,0.013445359,0.07755382
-0.13477199,0.009898081,0.078382246
-0.1419499,0.006412113,0.07885396
-0.1496506,0.0032303168,0.07917417
-0.15780419,0.0006299327,0.07953193
-0.16637358,-0.0011098469,0.08007363
-0.1752114,-0.0016874756,0.08086767
-0.184225,-0.0008290579,0.0818915
-0.1932239,0.0017098552,0.08300178
-0.20198424,0.0061048632,0.08393106
-0.21031134,0.012501079,0.08429845
-0.21791202,0.020940358,0.08361069
-0.22446951,0.031368446,0.08130797
-0.2296903,0.043735195,0.076774135
-0.23320931,0.05781222,0.06943663
-0.23470013,0.07344264,0.058721446
-0.23381971,0.09032526,0.04421354
-0.23027746,0.1081205,0.025690114
-0.22380137,0.12661104,0.0029808313
-0.21423511,0.14541,-0.023664987
-0.20142695,0.16433212,-0.0540114
-0.18539031,0.18308553,-0.087408826
-0.16627987,0.20141773,-0.122981235
-0.14422311,0.21925028,-0.15995897
-0.11966656,0.23636517,-0.19711536
-0.092944056,0.25274384,-0.23353845
-0.06467232,0.26825795,-0.26806375
-0.035571862,0.28279015,-0.29963434
-0.006216069,0.29631585,-0.32757446
0.022493776,0.30864516,-0.35112393
0.049919233,0.31967357,-0.3700163
0.075218394,0.32915613,-0.38407466
0.097606875,0.33681366,-0.3934433
0.11652405,0.34237808,-0.39859286
0.13132654,0.34549457,-0.40015513
0.14151599,0.34582737,-0.3989877
0.14678419,0.3430642,-0.3960714
0.14688055,0.3369654,-0.3924768
0.14171776,0.3273428,-0.38925356
0.1313411,0.31417963,-0.38742137
0.11598389,0.29765284,-0.38787007
0.09589043,0.27799562,-0.39132696
0.07159811,0.25580502,-0.39829487
0.043535635,0.23165983,-0.40910053
0.012398239,0.2064636,-0.42378747
-0.021015573,0.18125795,-0.44213092
-0.056102924,0.1569782,-0.46383378
-0.09189673,0.13481957,-0.48822302
-0.1277642,0.1157128,-0.51470256
-0.16282183,0.10065107,-0.5423956
