r,f,g,f_s
0.0,1.0,1.0,0.0
0.05000625078134767,0.9979086,0.99548376,0.00027783873
0.10001250156269534,0.9914219,0.9818935,0.0011074226
0.150018752344043,0.9806339,0.959519,0.0024769036
0.20002500312539068,0.96569884,0.92883515,0.004366759
0.25003125390673836,0.94682854,0.89048576,0.006750274
0.300037504688086,0.9242866,0.8452622,0.009594189
0.35004375546943367,0.8983823,0.7940792,0.012859502
0.40005000625078135,0.8694629,0.7379452,0.016502397
0.45005625703212904,0.8379061,0.67793226,0.020475255
0.5000625078134767,0.80411196,0.615144,0.024727724
0.5500687585948244,0.7684928,0.55068487,0.029207822
0.600075009376172,0.7314661,0.48562983,0.03386301
0.6500812601575197,0.693446,0.42099786,0.03864126
0.7000875109388673,0.65483505,0.35772786,0.043491982
0.750093761720215,0.6160178,0.2966595,0.04836692
0.8001000125015627,0.5773553,0.23851863,0.053220887
0.8501062632829104,0.53917915,0.18390691,0.058012407
0.9001125140642581,0.5017883,0.13329744,0.06270416
0.9501187648456058,0.46544623,0.08703418,0.06726333
1.0001250156269534,0.43037936,0.04533598,0.07166179
1.0501312664083011,0.39677614,0.0083044125,0.075876154
1.1001375171896488,0.36478788,-0.024065437,0.07988772
1.1501437679709965,0.33452967,-0.05187184,0.08368231
1.200150018752344,0.3060824,-0.07529174,0.08725
1.2501562695336916,0.2794953,-0.09456528,0.09058478
1.3001625203150393,0.25478873,-0.109980255,0.093684204
1.350168771096387,0.23195776,-0.12185717,0.096549004
1.4001750218777347,0.21097517,-0.13053533,0.099182606
1.4501812726590824,0.19179505,-0.13636048,0.10159074
1.50018752344043,0.17435625,-0.13967434,0.10378104
1.5501937742217777,0.1585853,-0.14080606,0.105762646
1.6002000250031254,0.14439957,-0.14006564,0.10754583
1.650206275784473,0.13170984,-0.13773964,0.10914166
1.7002125265658208,0.120422594,-0.13408834,0.11056178
1.7502187773471685,0.11044219,-0.1293448,0.111818075
1.8002250281285161,0.10167245,-0.12371534,0.112922534
1.8502312789098638,0.09401809,-0.11738073,0.11388703
1.9002375296912115,0.08738587,-0.11049868,0.11472319
1.9502437804725592,0.081685394,-0.10320625,0.11544231
2.000250031253907,0.0768299,-0.09562292,0.11605525
2.0502562820352543,0.07273662,-0.08785338,0.1165724
2.1002625328166022,0.06932718,-0.079990104,0.11700359
2.1502687835979497,0.06652784,-0.07211573,0.11735811
2.2002750343792976,0.06426963,-0.06430477,0.11764462
2.250281285160645,0.06248842,-0.056625005,0.11787125
2.300287535941993,0.061125044,-0.049138304,0.11804545
2.3502937867233404,0.060125194,-0.04190102,0.11817411
2.400300037504688,0.059439514,-0.034964014,0.118263446
2.450306288286036,0.059023444,-0.028372372,0.11831912
2.5003125390673833,0.05883726,-0.022164956,0.11834614
2.550318789848731,0.05884589,-0.01637382,0.11834891
2.6003250406300786,0.05901876,-0.011023702,0.118331276
2.6503312914114265,0.059329648,-0.0061315596,0.118296504
2.700337542192774,0.0597564,-0.0017062615,0.118247315
2.750343792974122,0.060280643,0.002251501,0.118185945
2.8003500437554694,0.060887463,0.0057490678,0.11811416
2.8503562945368173,0.06156496,0.008801429,0.11803331
2.9003625453181647,0.06230387,0.011430636,0.11794442
