u_total,v_total,w_total
-0.109154256540309,-0.09488945146363043,0.3039378368777127
-0.12527459619001977,-0.08953421078102672,0.30140520427046
-0.1424632874327078,-0.08339958026020358,0.2937661536355244
-0.1605698877634084,-0.07679075471162929,0.28088085120641004
-0.17940621718553043,-0.07004059089807647,0.26278034063756694
-0.19874800148503052,-0.06349164407759557,0.2396744624788783
-0.21833791232789795,-0.05747787783166568,0.2119506534762278
-0.23789003268091347,-0.05230759785014802,0.18016314318622212
-0.25709572433202155,-0.04824906480986561,0.14501269817598567
-0.2756308148792654,-0.04551999183672347,0.10731772441791529
-0.2931639551673357,-0.04428175196294512,0.06797817410465401
-0.30936592676628555,-0.04463865019327875,0.02793426089670524
-0.3239196062165814,-0.046642104382673216,-0.011877581437678293
-0.3365302234182312,-0.050299085385530205,-0.05056879806464381
-0.34693549189978873,-0.055583744382300175,-0.08734010102563847
-0.35491514549876735,-0.0624508499747213,-0.12151751264270282
-0.3602993956650319,-0.0708495016044943,-0.15258076504627668
-0.36297583140247064,-0.08073559346554754,-0.1801822654976244
-0.3628943229740008,-0.09208166975097336,-0.20415548188452998
-0.36006956142291296,-0.1048831153775532,-0.22451233208937907
-0.35458096629176367,-0.11916002934909703,-0.2414299167119634
-0.34656981845634915,-0.13495458424575876,-0.2552276571489724
-0.33623361631578513,-0.15232413496049113,-0.26633653456969053
-0.3238178028748668,-0.17133075514973917,-0.27526262322566214
-0.30960515927359444,-0.19202821103200254,-0.2825474401441081
-0.29390329828680845,-0.21444760095306883,-0.28872777438501374
-0.2770308116166826,-0.23858298129852268,-0.29429761066491283
-0.2593027213268365,-0.26437826500504563,-0.2996745374288635
-0.24101595392621764,-0.2917165312949729,-0.3051726542976853
-0.22243559204579064,-0.32041264786829143,-0.3109835034115043
-0.20378266082172047,-0.35020980987468936,-0.3171659839926608
-0.18522417192508134,-0.3807802764857217,-0.3236456112379095
-0.16686607591015326,-0.41173026755134773,-0.3302228890690691
-0.1487496620031959,-0.4426086969735565,-0.33659001624798124
-0.13085179360481644,-0.4729191865911879,-0.3423546655309081
-0.113089179692196,-0.5021346370213792,-0.34706918766117645
-0.09532666211758782,-0.5297135342883059,-0.350263311194758
-0.07738925554440904,-0.5551171399992758,-0.35147824460542393
-0.05907742375460529,-0.5778267392132965,-0.35030004294136996
-0.04018483058120157,-0.5973601909988723,-0.34639017724810456
-0.020517585908551933,-0.6132871272654838,-0.3395114367200853
8.616183317920377e-05,-0.6252422613525951,-0.32954759259199556
0.021737535794654983,-0.6329363866552327,-0.3165156459370849
0.044480409075255266,-0.6361647580628936,-0.3005699502915105
0.06827824043904782,-0.634812649853482,-0.2819980200859773
0.09300528639948182,-0.6288579714976364,-0.2612083772533294
0.11844295375756264,-0.618370899618412,-0.2387113162840463
0.1442817345519606,-0.603510554692924,-0.21509394463533724
0.1701288010899583,-0.5845188209043678,-0.19099124281106666
0.19552096207067596,-0.5617114827823894,-0.16705515206218485
0.21994232306626707,-0.5354669374764875,-0.1439238102849232
0.24284568507653365,-0.5062128386835603,-0.12219300220558878
0.26367647762526786,-0.4744111358797691,-0.10239166639828694
0.2818978744394499,-0.4405420850343838,-0.08496292309654795
0.2970156877268304,-0.4050879148171753,-0.07025158317204898
0.30860167996279164,-0.3685169224100802,-0.05849851428071902
0.31631406037877163,-0.33126883012811725,-0.04984162967229993
0.3199141313280563,-0.2937422424394904,-0.044322688277846
0.3192782979726692,-0.2562849887693144,-0.0418986099159777
0.314404932641455,-0.21918801110854616,-0.042455667340188005
0.30541587307495177,-0.18268325409088615,-0.045824753864243166
0.29255261447055975,-0.14694574470971267,-0.05179595908739602
0.2761675150309971,-0.11209972491482952,-0.06013091186229468
0.2567105633391535,-0.07822834840923532,-0.07057174337723936
0.2347124460719823,-0.045386106768108184,-0.08284603896124731
0.21076480127495006,-0.01361284849056125,-0.09666772537406147
0.18549864200864624,0.017051962348051276,-0.11173441363987503
0.15956198488926013,0.046556197993544664,-0.12772221888946067
0.13359771588545633,0.07482463059097993,-0.14427944946318297
0.1082226708732223,0.10175230282362656,-0.16102075442678135
0.08400880197784069,0.12720254602899947,-0.17752331915462452
0.061467146610234835,0.1510100094002708,-0.19332650371123167
0.04103512199857369,0.17298851122335504,-0.20793595260843836
0.023067445726527976,0.19294295513223775,-0.2208327113359227
0.007830748035389698,0.21068403952642853,-0.23148732330829286
-0.004498286918816454,0.22604409439932605,-0.2393783157164844
-0.013831616187367307,0.23889216476358946,-0.24401397786951876
-0.020165892586719258,0.24914646282414316,-0.2449559452726365
-0.02357649953346016,0.25678254567632436,-0.24184286554322534
-0.02421021570776854,0.26183602589097976,-0.23441235729352586
-0.02227711737840204,0.2643992439454809,-0.22251957847247453
-0.018042221338447604,0.2646120541297538,-0.20615097543077354
-0.011817218877238595,0.26264761238260115,-0.1854321523382951
-0.00395247323850168,0.258694712441188,-0.16062923775675828
0.005170724266609798,0.25293870874247215,-0.1321435840308141
0.015147794285416637,0.24554332170920176,-0.10050007251666372
0.025558659699762495,0.23663560223190305,-0.06632967921989973
0.035975972425837326,0.22629603035699702,-0.030347258726182776
0.04597402104451399,0.2145551674769115,0.006674280501244233
0.05513845149249397,0.2013975337931176,0.043932108094436186
0.06307676578995558,0.18677253112924494,0.08062255904230492
0.06942936549983449,0.17061137749472285,0.11596983803131283
0.07388070754850962,0.15284826789052505,0.14925306742563194
0.07616997234434596,0.13344341781325383,0.17983051082678855
0.07610053722495314,0.11240535059867782,0.20715994443415311
0.07354752434647342,0.08980979423258736,0.23081432258578183
0.06846276254639345,0.065812858572327,0.2504920939582212
0.06087666572934588,0.040656735423365724,0.2660217733654079
0.050896770680373245,0.014666936168012375,0.2773606605025739
0.03870296759924359,-0.011759032986098162,0.28458791517670423
0.024539761016299285,-0.03817075838556833,0.28789253478789373
0.008706176982031504,-0.0640901532087742,0.2875571123541728
-0.008455854152916635,-0.08904057658899381,0.28393855391947626
-0.026573693104249743,-0.11257716349217839,0.27744717090374227
-0.045255818268263553,-0.13431555064359005,0.2685257046292014
-0.0641024569435645,-0.15395632170210935,0.2576298610096018
-0.08271442356973714,-0.17130288944971467,0.24521181714130222
-0.10069987726282982,-0.1862711374640284,0.23170790548109507
-0.11767906085059478,-0.19888989400161405,0.21753129779754604
-0.133287425027352,-0.20929213198180346,0.2030700276399701
-0.14717782415304717,-0.21769760446249828,0.1886901473086027
-0.15902265004597757,-0.2243883638072606,0.17474326322287462
-0.16851681424451737,-0.2296792152990533,0.16157718648588756
-0.17538238219579938,-0.23388557820575123,0.14954802627490585
-0.17937540956606296,-0.2372914426977004,0.13903178836417895
-0.18029515715254762,-0.24012011066257238,0.13043345353294528
-0.17799541113047118,-0.2425101997835812,0.1241916190345725
-0.17239716768704103,-0.2444989946615014,0.1207770910528396
-0.1635015201450903,-0.2460146788299632,0.12068429926264528
-0.15140127529458197,-0.24687831798165502,0.12441503145642308
-0.1362896761998199,-0.24681573371344204,0.13245470784760638
-0.11846465546336533,-0.24547865758601364,0.14524217223327376
-0.0983272962830574,-0.24247383683947443,0.16313470656231474
-0.07637362269729485,-0.23739812374467473,0.18637061239482838
-0.05317943361449523,-0.22987706470482933,0.2150321880555075
-0.029378574682165128,-0.21960415141179468,0.2490122145321649
-0.005635730922503796,-0.20637773495105524,0.28798711072471705
0.0173845599572597,-0.19013265441964092,0.3313997108932793
